sudo chrt -f 99 ./src/build/trq.out
MQTT:1,Logger:0,InfluxID:33, Server:192.168.8.76:8086
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-270.400000,-10.900000,-9.400000
104,-270.400000,-10.900000,-9.400000
43,-270.400000,-10.900000,-9.400000
43,-270.400000,-10.900000,-9.400000
104,-270.400000,-10.900000,-9.400000
43,-270.400000,-10.900000,-9.400000
104,-270.400000,-10.900000,-9.400000
43,-270.400000,-10.900000,-9.400000
43,-270.400000,-10.900000,-9.400000
104,-270.400000,-10.900000,-9.400000
43,-270.400000,-10.900000,-9.400000
104,-270.400000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.300000
104,-269.700000,-10.900000,-9.300000
43,-269.700000,-10.900000,-9.300000
43,-269.700000,-10.900000,-9.300000
104,-269.700000,-10.900000,-9.300000
43,-269.700000,-10.900000,-9.300000
104,-269.700000,-10.900000,-9.300000
43,-269.700000,-10.900000,-9.300000
43,-269.700000,-10.900000,-9.300000
104,-269.700000,-10.900000,-9.300000
43,-269.700000,-10.900000,-9.300000
104,-269.700000,-10.900000,-9.300000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.800000,-10.900000,-9.400000
104,-269.800000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
43,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
104,-269.700000,-10.900000,-9.400000
